-0.0059100958	-0.034017846	0.042692516	0.04269056	0.020472134	-0.004984021	-0.014090215	-0.048546616	-0.021151964	0.037053216	-0.005236276	-0.03272525	-0.0027233767	-0.032101322	-0.043418657	-0.058994293
-0.0110754855	-0.0067903968	0.03732306	-0.011073227	0.037200052	0.025471665	0.03951663	-0.051788323	0.041741803	-0.03437639	-0.00678336	-0.04380103	0.015729284	-0.005660884	0.03694034	0.020178398
-0.030172387	0.00889102	-0.015134089	0.0009495289	-0.033729207	-0.07334537	0.0031461953	0.011644361	0.026989087	0.026276184	-0.037979938	-0.05033063	-0.025839578	0.058806296	0.052339662	0.04727507
-0.008264459	0.019408166	-0.026579436	0.037622448	0.04006619	-0.02013897	-0.04175469	-0.016478315	0.0014842406	-0.05422671	-0.027337136	0.011319606	-0.02074157	0.01497284	-0.003867635	-0.0020135746
0.00284179	-0.05003448	0.025872575	-0.007550676	-0.005685523	0.04788771	-0.0072719953	-0.023528686	-0.03613118	0.016125886	-0.031167293	0.031478092	-0.010870688	-0.0017406236	-0.029342381	-0.009569346
-0.04710832	-0.014960544	0.020192584	-0.013087056	0.03208215	0.047496095	-0.042095296	0.014855805	0.02174653	0.042264722	-0.029336262	0.01875729	0.032530192	-0.052986134	0.0012645082	-0.08122217
-0.0027527316	0.056399886	-0.02043312	-0.00021281812	0.0465859	-0.067687586	-0.0028045888	0.014625183	-0.032311603	0.016503168	0.027536355	0.03288438	0.0074648764	0.038244538	0.028210483	-0.014869664
0.011388902	0.012183107	-0.008729561	0.041467726	0.03914185	0.05488046	0.010458237	0.021010095	-0.04774789	-0.0023946937	-0.016586004	-0.01633387	-0.004409739	0.029477973	-0.018590247	0.004387298
0.037126575	-0.040967647	-0.04578991	0.029800259	-0.010554622	0.00758208	0.04255643	-0.039723568	-0.017978577	0.0072124708	0.024553142	0.046817955	0.020398472	-0.000921661	0.045224916	0.03418493
-0.043038763	0.050361183	-0.025136162	-0.063155286	-0.07531271	0.005231705	-0.014013335	0.04628832	-0.027149638	-0.050783794	0.047614075	-0.04528803	-0.033188213	-0.017864058	0.01964623	-0.047702156
-0.03551502	0.06415872	0.0329544	-0.037703365	0.04304766	0.014652629	0.0023076588	0.017049355	0.027355386	-0.014139098	-0.04131313	-0.035834562	0.010013295	-0.01790991	0.036637243	0.036197413
0.053280573	0.11333777	-0.047158424	0.011811838	0.0054129795	-0.027295103	0.02438584	-0.0065265074	-0.040364932	-0.02862446	0.031870678	0.015403379	-0.023482509	0.040947516	0.041039005	0.029832955
0.00038234366	-0.080761544	-0.018657617	-0.02268786	0.029234013	0.0038973303	-0.032317966	-0.0051591485	0.02354498	-0.013733002	-0.023373533	0.033035673	0.044040307	0.019599494	0.016610969	-0.01751507
0.035492267	0.010654621	-0.028458206	0.024975114	-0.035265453	0.0021132727	-0.013144175	0.036593758	0.002820304	0.044832587	-0.043571066	0.002629883	0.011594288	-0.040343516	-0.022179423	-0.060405876
-0.020520113	-0.027618106	0.049403854	-0.005156046	-0.010286921	-0.012495694	-0.035565373	-0.017531201	0.055768162	-0.023831444	0.015225532	-0.049510274	-0.026688553	0.030485505	-0.040980518	-0.036515485
0.0035362132	-0.050339162	-0.03478242	0.023817714	0.0012213988	-0.0030689982	-0.016422546	-0.017659327	-0.008996707	0.029890057	0.008776204	0.045625884	-0.033981964	0.01611813	-0.0056553995	0.045190047
0.008717366	-0.041801278	0.011604946	-0.013729386	-0.027324567	0.01620721	0.0026734404	-0.012218415	0.03324989	0.02665017	0.0060634525	0.02730104	-0.018714711	-0.0077944333	-0.033753183	-0.010334231
